id,title,long_id,short_id,pub_year,citation_message
46,Few-shot link prediction in dynamic networks,OlLjVUcAAAAJ:J_g5lzvAfSwC,J_g5lzvAfSwC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:J_g5lzvAfSwC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FJ_g5lzvAfSwC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
47,"A survey on heterogeneous information network based recommender systems: Concepts, methods, applications and resources",OlLjVUcAAAAJ:lSLTfruPkqcC,lSLTfruPkqcC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:lSLTfruPkqcC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FlSLTfruPkqcC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
48,"Space4hgnn: a novel, modularized and reproducible platform to evaluate heterogeneous graph neural network",OlLjVUcAAAAJ:RYcK_YlVTxYC,RYcK_YlVTxYC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:RYcK_YlVTxYC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FRYcK_YlVTxYC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
49,Openhgnn: an open source toolkit for heterogeneous graph neural network,OlLjVUcAAAAJ:M05iB0D1s5AC,M05iB0D1s5AC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:M05iB0D1s5AC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FM05iB0D1s5AC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
50,Co-clustering interactions via attentive hypergraph neural network,OlLjVUcAAAAJ:vV6vV6tmYwMC,vV6vV6tmYwMC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:vV6vV6tmYwMC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FvV6vV6tmYwMC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
51,Midtd: A simple and effective distillation framework for distantly supervised relation extraction,OlLjVUcAAAAJ:ns9cj8rnVeAC,ns9cj8rnVeAC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:ns9cj8rnVeAC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fns9cj8rnVeAC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
52,"Network embedding: Theories, methods, and applications",OlLjVUcAAAAJ:_Qo2XoVZTnwC,_Qo2XoVZTnwC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:_Qo2XoVZTnwC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F_Qo2XoVZTnwC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
53,Payment behavior prediction on shared parking lots with TR-GCN,OlLjVUcAAAAJ:2P1L_qKh6hAC,2P1L_qKh6hAC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:2P1L_qKh6hAC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F2P1L_qKh6hAC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
54,A dual-expert framework for event argument extraction,OlLjVUcAAAAJ:ldfaerwXgEUC,ldfaerwXgEUC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:ldfaerwXgEUC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FldfaerwXgEUC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
55,Gated Hypergraph Neural Network for Scene-Aware Recommendation,OlLjVUcAAAAJ:70eg2SAEIzsC,70eg2SAEIzsC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:70eg2SAEIzsC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F70eg2SAEIzsC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
56,Hypergraph Clustering Network for Interaction Data.,OlLjVUcAAAAJ:rO6llkc54NcC,rO6llkc54NcC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:rO6llkc54NcC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FrO6llkc54NcC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
57,Future Direction and Conclusion,OlLjVUcAAAAJ:u9iWguZQMMsC,u9iWguZQMMsC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:u9iWguZQMMsC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fu9iWguZQMMsC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
58,Extract the knowledge of graph neural networks and go beyond it: An effective knowledge distillation framework,OlLjVUcAAAAJ:e5wmG9Sq2KIC,e5wmG9Sq2KIC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:e5wmG9Sq2KIC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fe5wmG9Sq2KIC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
59,Full-Scale Information Diffusion Prediction With Reinforced Recurrent Networks,OlLjVUcAAAAJ:JV2RwH3_ST0C,JV2RwH3_ST0C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:JV2RwH3_ST0C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FJV2RwH3_ST0C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
60,Be confident! towards trustworthy graph neural networks via confidence calibration,OlLjVUcAAAAJ:isC4tDSrTZIC,isC4tDSrTZIC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:isC4tDSrTZIC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FisC4tDSrTZIC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
61,Topic-aware heterogeneous graph neural network for link prediction,OlLjVUcAAAAJ:maZDTaKrznsC,maZDTaKrznsC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:maZDTaKrznsC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FmaZDTaKrznsC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
62,Periodic weather-aware LSTM with event mechanism for parking behavior prediction,OlLjVUcAAAAJ:RHpTSmoSYBkC,RHpTSmoSYBkC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:RHpTSmoSYBkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FRHpTSmoSYBkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
63,From symbols to embeddings: A tale of two representations in computational social science,OlLjVUcAAAAJ:r0BpntZqJG4C,r0BpntZqJG4C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:r0BpntZqJG4C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fr0BpntZqJG4C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
64,Text-graph enhanced knowledge graph representation learning,OlLjVUcAAAAJ:bEWYMUwI8FkC,bEWYMUwI8FkC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:bEWYMUwI8FkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FbEWYMUwI8FkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
65,Neural information diffusion prediction with topic-aware attention network,OlLjVUcAAAAJ:k_IJM867U9cC,k_IJM867U9cC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:k_IJM867U9cC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fk_IJM867U9cC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
66,Package recommendation with intra-and inter-package attention networks,OlLjVUcAAAAJ:4JMBOYKVnBMC,4JMBOYKVnBMC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:4JMBOYKVnBMC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F4JMBOYKVnBMC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
67,Treasures outside contexts: Improving event detection via global statistics,OlLjVUcAAAAJ:M3NEmzRMIkIC,M3NEmzRMIkIC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:M3NEmzRMIkIC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FM3NEmzRMIkIC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
68,基于异质信息网络的推荐系统研究综述,OlLjVUcAAAAJ:hMod-77fHWUC,hMod-77fHWUC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:hMod-77fHWUC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FhMod-77fHWUC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
69,Evaluating modules in graph contrastive learning,OlLjVUcAAAAJ:j3f4tGmQtD8C,j3f4tGmQtD8C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:j3f4tGmQtD8C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fj3f4tGmQtD8C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
70,Semantic-specific hierarchical alignment network for heterogeneous graph adaptation,OlLjVUcAAAAJ:iH-uZ7U-co4C,iH-uZ7U-co4C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:iH-uZ7U-co4C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FiH-uZ7U-co4C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
71,Tree-Capsule: Tree-Structured Capsule Network for Improving Relation Extraction,OlLjVUcAAAAJ:O3NaXMp0MMsC,O3NaXMp0MMsC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:O3NaXMp0MMsC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FO3NaXMp0MMsC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
72,The Basics of Network Embedding,OlLjVUcAAAAJ:CHSYGLWDkRkC,CHSYGLWDkRkC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:CHSYGLWDkRkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FCHSYGLWDkRkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
73,Network embedding for community-structured graphs,OlLjVUcAAAAJ:EUQCXRtRnyEC,EUQCXRtRnyEC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:EUQCXRtRnyEC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FEUQCXRtRnyEC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
74,Network Embedding for Graphs with Node Contents,OlLjVUcAAAAJ:uWQEDVKXjbEC,uWQEDVKXjbEC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:uWQEDVKXjbEC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FuWQEDVKXjbEC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
75,Network Embedding for Large-Scale Graphs,OlLjVUcAAAAJ:UxriW0iASnsC,UxriW0iASnsC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:UxriW0iASnsC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FUxriW0iASnsC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
76,Network Embedding for Information Diffusion Prediction,OlLjVUcAAAAJ:dshw04ExmUIC,dshw04ExmUIC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:dshw04ExmUIC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fdshw04ExmUIC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
77,Network Embedding for Heterogeneous Graphs,OlLjVUcAAAAJ:KxtntwgDAa4C,KxtntwgDAa4C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:KxtntwgDAa4C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FKxtntwgDAa4C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
78,Network Embedding for Social Relation Extraction,OlLjVUcAAAAJ:nb7KW1ujOQ8C,nb7KW1ujOQ8C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:nb7KW1ujOQ8C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fnb7KW1ujOQ8C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
79,Revisiting Attributed Network Embedding: A GCN-Based Perspective,OlLjVUcAAAAJ:P5F9QuxV20EC,P5F9QuxV20EC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:P5F9QuxV20EC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FP5F9QuxV20EC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
80,Network Embedding for Recommendation Systems on LBSNs,OlLjVUcAAAAJ:1sJd4Hv_s6UC,1sJd4Hv_s6UC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:1sJd4Hv_s6UC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F1sJd4Hv_s6UC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
81,Network Embedding for Graphs with Node Labels,OlLjVUcAAAAJ:xtRiw3GOFMkC,xtRiw3GOFMkC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:xtRiw3GOFMkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FxtRiw3GOFMkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
82,Network Embedding for Graphs with Node Attributes,OlLjVUcAAAAJ:NhqRSupF_l8C,NhqRSupF_l8C,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:NhqRSupF_l8C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FNhqRSupF_l8C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
83,Network Embedding for General Graphs,OlLjVUcAAAAJ:abG-DnoFyZgC,abG-DnoFyZgC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:abG-DnoFyZgC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FabG-DnoFyZgC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
84,Future Directions of Network Embedding,OlLjVUcAAAAJ:b0M2c_1WBrUC,b0M2c_1WBrUC,2021,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:b0M2c_1WBrUC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2Fb0M2c_1WBrUC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
85,Graph neural networks: A review of methods and applications,OlLjVUcAAAAJ:WF5omc3nYNoC,WF5omc3nYNoC,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:WF5omc3nYNoC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FWF5omc3nYNoC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
86,Adaptive graph encoder for attributed graph embedding,OlLjVUcAAAAJ:-f6ydRqryjwC,-f6ydRqryjwC,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:-f6ydRqryjwC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2F-f6ydRqryjwC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
87,Graph neural news recommendation with long-term and short-term interest modeling,OlLjVUcAAAAJ:Wp0gIr-vW9MC,Wp0gIr-vW9MC,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:Wp0gIr-vW9MC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FWp0gIr-vW9MC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
88,Graph neural news recommendation with unsupervised preference disentanglement,OlLjVUcAAAAJ:hC7cP41nSMkC,hC7cP41nSMkC,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:hC7cP41nSMkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FhC7cP41nSMkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
89,Mixpoet: Diverse poetry generation via learning controllable mixed latent space,OlLjVUcAAAAJ:qUcmZB5y_30C,qUcmZB5y_30C,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:qUcmZB5y_30C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FqUcmZB5y_30C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
90,PewLSTM: Periodic LSTM with Weather-Aware Gating Mechanism for Parking Behavior Prediction.,OlLjVUcAAAAJ:hFOr9nPyWt4C,hFOr9nPyWt4C,2020,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:hFOr9nPyWt4C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Falbertyang33%2Falbertyang33.github.io%2Fgoogle-scholar-stats%2Fselected_pubs%2FhFOr9nPyWt4C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
